floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,M0_kipft,qu_psf,punch_ratio,punch_ok,defl_ratio,defl_ok,col_min_in,col_max_in,As_cs_in2,As_ms_in2,As_total_in2,runtime_s
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (ASAP),6.404199475065617,105.34619545466147,247.1526647395766,0.9510400282076035,true,0.09821738568075182,true,16.0,23.999999999999996,9.599999999999998,2.4,11.999999999999998,0.106
flat_plate,16.0,16.0,12.007874015748031,80.0,FEA,6.404199475065617,104.74550898541099,247.1526647395766,0.9592734176397758,true,0.16134428457258207,true,16.0,22.0,7.6,2.4,10.0,6.997
flat_plate,20.0,20.0,12.007874015748031,40.0,MDDM,8.00524934383202,175.83764088359877,206.9408309244708,0.9025039439921038,true,0.04910869284037592,true,17.0,21.0,9.6,3.5999999999999996,13.199999999999998,0.061
flat_plate,20.0,20.0,12.007874015748031,40.0,DDM (Full),8.00524934383202,175.83764088359877,206.9408309244708,0.9025039439921038,true,0.04910869284037592,true,17.0,21.0,10.2,3.5999999999999996,13.799999999999999,0.079
flat_plate,20.0,20.0,12.007874015748031,40.0,EFM (HC),8.00524934383202,177.83095538657213,206.9408309244708,0.9609919416224243,true,0.04910869284037592,true,17.0,23.0,12.2,3.5999999999999996,15.799999999999999,0.11
flat_plate,20.0,20.0,12.007874015748031,40.0,EFM (ASAP),8.00524934383202,177.83095538657213,206.9408309244708,0.9457979252412668,true,0.04910869284037592,true,17.0,23.0,12.0,3.5999999999999996,15.599999999999998,0.185
flat_plate,20.0,20.0,12.007874015748031,40.0,FEA,8.00524934383202,176.63361852971732,206.9408309244708,0.9081813223834165,true,0.08337568851635556,true,17.0,23.0,9.8,3.5999999999999996,13.4,7.402
flat_plate,20.0,20.0,12.007874015748031,50.0,MDDM,8.00524934383202,189.43284218616054,222.94083092447076,0.9722826485588405,true,0.06138586605046992,true,17.0,21.0,10.4,3.5999999999999996,14.0,0.94
flat_plate,20.0,20.0,12.007874015748031,50.0,DDM (Full),8.00524934383202,189.43284218616054,222.94083092447076,0.9722826485588405,true,0.06138586605046992,true,17.0,21.0,10.999999999999998,3.5999999999999996,14.6,0.081
flat_plate,20.0,20.0,12.007874015748031,50.0,EFM (HC),8.00524934383202,191.14981886563413,222.94083092447076,0.9618318513942222,true,0.06138586605046992,true,17.0,24.999999999999996,13.0,3.5999999999999996,16.599999999999998,0.141
flat_plate,20.0,20.0,12.007874015748031,50.0,EFM (ASAP),8.00524934383202,191.14981886563413,222.94083092447076,0.9455632142792242,true,0.06138586605046992,true,17.0,24.999999999999996,13.0,3.5999999999999996,16.599999999999998,0.156
flat_plate,20.0,20.0,12.007874015748031,50.0,FEA,8.00524934383202,190.2903622658385,222.94083092447076,0.9784540741738188,true,0.10419727916153591,true,17.0,23.0,10.6,3.5999999999999996,14.2,8.055
flat_plate,20.0,20.0,12.007874015748031,80.0,MDDM,8.00524934383202,226.07339117429802,270.94083092447073,0.9687323178837958,true,0.0982173856807518,true,17.0,24.999999999999996,12.399999999999999,3.5999999999999996,15.999999999999998,0.272
flat_plate,20.0,20.0,12.007874015748031,80.0,DDM (Full),8.00524934383202,226.07339117429802,270.94083092447073,0.9687323178837958,true,0.0982173856807518,true,17.0,24.999999999999996,13.0,3.5999999999999996,16.599999999999998,0.145
flat_plate,20.0,20.0,12.007874015748031,80.0,EFM (HC),8.00524934383202,230.73922560150038,270.94083092447073,0.978677895429705,true,0.0982173856807518,true,17.0,30.999999999999993,15.599999999999998,3.5999999999999996,19.199999999999996,1.078
flat_plate,20.0,20.0,12.007874015748031,80.0,EFM (ASAP),8.00524934383202,231.26059347420198,270.94083092447073,0.9948936698696392,true,0.0982173856807518,true,17.0,28.999999999999993,15.599999999999998,3.5999999999999996,19.199999999999996,0.169
flat_plate,20.0,20.0,12.007874015748031,80.0,FEA,8.00524934383202,227.10612471390343,270.94083092447073,0.9775455033249558,true,0.16294647564991258,true,17.0,26.999999999999996,12.399999999999999,3.5999999999999996,15.999999999999998,10.667
